350;1318;TAK;3,122355;5,67701;2013-01-11 00:00:00.000
350;1318;TAK;2,813999;9,379996;2012-12-11 00:00:00.000
350;1318;TAK;0,3763134;1,213914;2013-05-26 00:00:00.000
350;1318;TAK;4,004647;5,269273;2013-05-22 00:00:00.000
350;1318;TAK;4,364869;7,657665;2012-12-15 00:00:00.000
350;1318;TAK;1,953664;3,101055;2012-11-15 00:00:00.000
350;1318;TAK;4,738;6,768572;2013-06-11 00:00:00.000
350;1318;TAK;5,869403;6,050931;2013-01-05 00:00:00.000
350;1318;NIE;4,077906;9,709299;2012-10-10 00:00:00.000
350;1318;TAK;0,7772833;2,42901;2012-12-22 00:00:00.000
350;1318;TAK;4,749568;8,332577;2012-11-27 00:00:00.000
350;1318;TAK;6,746375;8,432969;2013-04-15 00:00:00.000
350;1318;TAK;0,6087059;1,086975;2012-10-14 00:00:00.000
350;1318;TAK;2,168858;3,805015;2013-06-14 00:00:00.000
350;1318;TAK;4,936324;7,594345;2012-11-07 00:00:00.000
350;1318;TAK;7,70152;9,74876;2013-01-06 00:00:00.000
350;1318;TAK;0,03580183;0,1052995;2013-02-10 00:00:00.000
350;1318;TAK;6,167048;9,788966;2012-11-21 00:00:00.000
350;1318;TAK;6,843074;8,448239;2012-12-01 00:00:00.000
350;1318;TAK;0,9226691;1,281485;2012-11-12 00:00:00.000
350;1318;TAK;5,119905;6,91879;2013-05-07 00:00:00.000
350;1318;TAK;2,243948;2,703552;2013-04-06 00:00:00.000
350;1318;TAK;5,020733;6,784775;2012-11-01 00:00:00.000
350;1318;NIE;1,691707;2,038202;2013-02-18 00:00:00.000
350;1318;TAK;5,394154;7,817614;2013-03-03 00:00:00.000
350;1318;TAK;6,760355;8,244336;2012-10-20 00:00:00.000
350;1318;TAK;7,989799;9,399763;2012-10-05 00:00:00.000
350;1318;TAK;3,911602;4,445002;2013-05-19 00:00:00.000
350;1318;TAK;2,204144;3,443976;2012-12-07 00:00:00.000
350;1318;NIE;2,271154;3,244506;2012-10-20 00:00:00.000
603;1318;TAK;3,572785;5,332515;2012-12-12 00:00:00.000
603;1318;TAK;3,552219;5,074598;2012-12-06 00:00:00.000
603;1318;TAK;1,603947;5,174023;2013-03-19 00:00:00.000
603;1318;TAK;4,586899;5,272298;2013-04-18 00:00:00.000
603;1318;TAK;0,8580379;1,086124;2012-12-11 00:00:00.000
603;1318;TAK;4,433696;7,917315;2012-11-23 00:00:00.000
603;1318;TAK;0,7934264;1,057902;2012-10-11 00:00:00.000
603;1318;TAK;2,975991;3,501165;2012-10-19 00:00:00.000
603;1318;TAK;4,16432;4,430128;2013-04-17 00:00:00.000
603;1318;TAK;0,5152608;1,321182;2013-06-26 00:00:00.000
603;1318;NIE;2,172665;2,858769;2013-01-27 00:00:00.000
603;1318;NIE;0,3638507;0,957502;2012-12-11 00:00:00.000
603;1318;TAK;6,301341;7,160615;2013-04-14 00:00:00.000
603;1318;TAK;3,078818;4,736644;2013-01-21 00:00:00.000
603;1318;TAK;7,346276;8,348042;2012-11-08 00:00:00.000
603;1318;NIE;2,334354;5,985524;2012-10-24 00:00:00.000
603;1318;TAK;2,759423;2,874399;2013-03-12 00:00:00.000
603;1318;TAK;1,52421;1,571351;2013-04-22 00:00:00.000
603;1318;NIE;3,018491;5,488166;2012-10-24 00:00:00.000
603;1318;TAK;8,624836;8,711956;2012-11-24 00:00:00.000
603;1318;NIE;2,631206;5,980014;2012-11-15 00:00:00.000
603;1318;TAK;1,510981;3,083634;2013-06-21 00:00:00.000
603;1318;NIE;0,4751013;0,6170146;2012-11-01 00:00:00.000
603;1318;TAK;1,949387;2,030611;2012-10-21 00:00:00.000
603;1318;TAK;7,764059;9,585258;2013-03-12 00:00:00.000
603;1318;TAK;2,570655;3,134946;2013-04-01 00:00:00.000
603;1318;TAK;3,20919;5,730696;2012-10-22 00:00:00.000
