1249;1518;TAK;3,752325;4,576006;2012-12-21 00:00:00.000
1250;1518;TAK;1,418562;4,576006;2012-12-21 00:00:00.000
1251;1518;TAK;2,882884;4,576006;2012-12-21 00:00:00.000
1252;1518;TAK;1,784642;4,576006;2012-12-21 00:00:00.000
1253;1518;TAK;4,484486;4,576006;2012-12-21 00:00:00.000
1254;1518;TAK;2,425283;4,576006;2012-12-21 00:00:00.000
1255;1518;TAK;4,209925;4,576006;2012-12-21 00:00:00.000
1256;1518;TAK;2,562563;4,576006;2012-12-21 00:00:00.000
1257;1518;TAK;3,706565;4,576006;2012-12-21 00:00:00.000
1258;1518;TAK;3,798085;4,576006;2012-12-21 00:00:00.000
1249;1518;TAK;0,1291366;0,2582732;2012-11-05 00:00:00.000
1250;1518;TAK;0,144633;0,2582732;2012-11-05 00:00:00.000
1251;1518;TAK;0,08264744;0,2582732;2012-11-05 00:00:00.000
1252;1518;TAK;0,07748197;0,2582732;2012-11-05 00:00:00.000
1253;1518;TAK;0,2246977;0,2582732;2012-11-05 00:00:00.000
1254;1518;TAK;0,1239712;0,2582732;2012-11-05 00:00:00.000
1255;1518;TAK;0,2066186;0,2582732;2012-11-05 00:00:00.000
1256;1518;NIE;0,1033093;0,2582732;2012-11-05 00:00:00.000
1257;1518;TAK;0,2427768;0,2582732;2012-11-05 00:00:00.000
1258;1518;TAK;0,1084748;0,2582732;2012-11-05 00:00:00.000
1249;1518;TAK;2,156183;5,13377;2012-11-25 00:00:00.000
1250;1518;TAK;4,107016;5,13377;2012-11-25 00:00:00.000
1251;1518;TAK;5,082432;5,13377;2012-11-25 00:00:00.000
1252;1518;TAK;4,363704;5,13377;2012-11-25 00:00:00.000
1253;1518;TAK;3,798989;5,13377;2012-11-25 00:00:00.000
1254;1518;TAK;5,082432;5,13377;2012-11-25 00:00:00.000
1255;1518;TAK;2,618222;5,13377;2012-11-25 00:00:00.000
1256;1518;TAK;2,00217;5,13377;2012-11-25 00:00:00.000
1257;1518;TAK;4,928419;5,13377;2012-11-25 00:00:00.000
1258;1518;TAK;3,644976;5,13377;2012-11-25 00:00:00.000
1249;1518;TAK;2,19157;4,135037;2012-12-16 00:00:00.000
1250;1518;TAK;1,488613;4,135037;2012-12-16 00:00:00.000
1251;1518;TAK;4,052337;4,135037;2012-12-16 00:00:00.000
1252;1518;TAK;2,398322;4,135037;2012-12-16 00:00:00.000
1253;1518;TAK;2,274271;4,135037;2012-12-16 00:00:00.000
1254;1518;TAK;1,364562;4,135037;2012-12-16 00:00:00.000
1255;1518;TAK;2,811825;4,135037;2012-12-16 00:00:00.000
1256;1518;TAK;1,529964;4,135037;2012-12-16 00:00:00.000
1257;1518;NIE;3,225329;4,135037;2012-12-16 00:00:00.000
1258;1518;TAK;1,654015;4,135037;2012-12-16 00:00:00.000
1249;1518;NIE;0,8855337;1,58131;2012-12-14 00:00:00.000
1250;1518;TAK;1,091104;1,58131;2012-12-14 00:00:00.000
1251;1518;TAK;0,8222812;1,58131;2012-12-14 00:00:00.000
1252;1518;NIE;1,217609;1,58131;2012-12-14 00:00:00.000
1253;1518;TAK;1,059478;1,58131;2012-12-14 00:00:00.000
1254;1518;NIE;0,6641502;1,58131;2012-12-14 00:00:00.000
